A_t,Chamber_L,D_f,D_ox,Dc,De,Dt,Eps,Igniter_compound,Isp,L_con,L_div,L_total,Mnoz,Mprop,Mtot,N,O_F,P_D,Pa,Pc,Prop,Reliability,Tc,ThicknessChamber,Thrust,W_Fpump,W_Opump,W_turb,chambermass,cost,cstar,cycle,dp,dptfp,dptop,eta_s,fuel_frac,h_comb,m,m_f,m_nozz,m_ox,n_f,n_ox,ptinj,rel,time,v_if,v_iox
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
